100 100
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99
78 78.0064 78.0256 78.0577 78.1025 78.1601 78.2304 78.3135 78.4092 78.5175 78.6384 78.7718 78.9177 79.0759 79.2465 79.4292 79.6241 79.8311 80.05 80.2808 80.5233 80.7775 81.0432 81.3204 81.6088 81.9085 82.2192 82.5409 82.8734 83.2166 83.5703 83.9345 84.309 84.6936 85.0882 85.4927 85.9069 86.3308 86.764 87.2067 87.6584 88.1192 88.5889 89.0674 89.5545 90.05 90.5539 91.0659 91.586 92.1141 92.6499 93.1933 93.7443 94.3027 94.8683 95.4411 96.0208 96.6075 97.2008 97.8008 98.4073 99.0202 99.6393 100.265 100.896 101.533 102.176 102.825 103.479 104.139 104.805 105.475 106.151 106.832 107.517 108.208 108.904 109.604 110.309 111.018 111.732 112.45 113.172 113.899 114.63 115.365 116.103 116.846 117.593 118.343 119.097 119.854 120.615 121.38 122.147 122.919 123.693 124.471 125.252 126.036
79 79.0063 79.0253 79.0569 79.1012 79.1581 79.2275 79.3095 79.404 79.511 79.6304 79.7621 79.9062 80.0625 80.2309 80.4114 80.604 80.8084 81.0247 81.2527 81.4923 81.7435 82.0061 82.28 82.5651 82.8613 83.1685 83.4865 83.8153 84.1546 84.5044 84.8646 85.235 85.6154 86.0058 86.406 86.8159 87.2353 87.6641 88.1022 88.5494 89.0056 89.4707 89.9444 90.4268 90.9175 91.4166 91.9239 92.4392 92.9624 93.4933 94.0319 94.578 95.1315 95.6922 96.2601 96.8349 97.4166 98.0051 98.6002 99.2018 99.8098 100.424 101.045 101.671 102.303 102.942 103.586 104.235 104.89 105.551 106.217 106.888 107.564 108.245 108.931 109.622 110.318 111.018 111.723 112.432 113.146 113.864 114.586 115.313 116.043 116.778 117.516 118.258 119.004 119.754 120.507 121.264 122.025 122.788 123.556 124.326 125.1 125.877 126.657
80 80.0062 80.025 80.0562 80.0999 80.1561 80.2247 80.3057 80.399 80.5047 80.6226 80.7527 80.895 81.0494 81.2158 81.3941 81.5843 81.7863 82 82.2253 82.4621 82.7103 82.9699 83.2406 83.5225 83.8153 84.119 84.4334 84.7585 85.0941 85.44 85.7963 86.1626 86.539 86.9253 87.3212 87.7268 88.1419 88.5664 89 89.4427 89.8944 90.3549 90.824 91.3017 91.7878 92.2822 92.7847 93.2952 93.8136 94.3398 94.8736 95.4149 95.9635 96.5194 97.0824 97.6524 98.2293 98.813 99.4032 100 100.603 101.213 101.828 102.45 103.078 103.711 104.35 104.995 105.646 106.301 106.963 107.629 108.301 108.977 109.659 110.345 111.036 111.732 112.432 113.137 113.846 114.56 115.278 116 116.726 117.456 118.191 118.929 119.67 120.416 121.165 121.918 122.674 123.434 124.197 124.964 125.734 126.507 127.283
81 81.0062 81.0247 81.0555 81.0987 81.1542 81.2219 81.3019 81.3941 81.4985 81.6149 81.7435 81.8841 82.0366 82.201 82.3772 82.5651 82.7647 82.9759 83.1986 83.4326 83.678 83.9345 84.2021 84.4808 84.7703 85.0706 85.3815 85.703 86.0349 86.3771 86.7295 87.0919 87.4643 87.8465 88.2383 88.6397 89.0505 89.4707 89.8999 90.3383 90.7855 91.2414 91.7061 92.1792 92.6607 93.1504 93.6483 94.1541 94.6678 95.1893 95.7183 96.2549 96.7988 97.3499 97.9081 98.4733 99.0454 99.6243 100.21 100.802 101.4 102.005 102.616 103.233 103.856 104.484 105.119 105.759 106.405 107.056 107.713 108.374 109.041 109.713 110.39 111.072 111.759 112.45 113.146 113.846 114.551 115.261 115.974 116.692 117.414 118.14 118.87 119.604 120.341 121.083 121.828 122.577 123.329 124.085 124.844 125.607 126.372 127.142 127.914
82 82.0061 82.0244 82.0549 82.0975 82.1523 82.2192 82.2982 82.3893 82.4924 82.6075 82.7345 82.8734 83.0241 83.1865 83.3607 83.5464 83.7437 83.9524 84.1724 84.4038 84.6463 84.8999 85.1645 85.44 85.7263 86.0233 86.3308 86.6487 86.977 87.3155 87.6641 88.0227 88.3912 88.7694 89.1572 89.5545 89.9611 90.377 90.802 91.236 91.6788 92.1303 92.5905 93.0591 93.5361 94.0213 94.5145 95.0158 95.5249 96.0417 96.566 97.0979 97.6371 98.1835 98.737 99.2975 99.8649 100.439 101.02 101.607 102.201 102.801 103.407 104.019 104.637 105.262 105.891 106.527 107.168 107.815 108.467 109.124 109.786 110.454 111.126 111.803 112.486 113.172 113.864 114.56 115.261 115.966 116.675 117.388 118.106 118.828 119.553 120.283 121.017 121.754 122.495 123.24 123.988 124.74 125.495 126.254 127.016 127.781 128.55
83 83.006 83.0241 83.0542 83.0963 83.1505 83.2166 83.2947 83.3847 83.4865 83.6002 83.7257 83.863 84.0119 84.1724 84.3445 84.5281 84.7231 84.9294 85.1469 85.3756 85.6154 85.8662 86.1278 86.4002 86.6833 86.977 87.2812 87.5957 87.9204 88.2553 88.6002 88.955 89.3197 89.6939 90.0777 90.471 90.8735 91.2853 91.7061 92.1358 92.5743 93.0215 93.4773 93.9415 94.414 94.8947 95.3834 95.8801 96.3846 96.8969 97.4166 97.9439 98.4784 99.0202 99.5691 100.125 100.688 101.257 101.833 102.416 103.005 103.6 104.202 104.809 105.423 106.042 106.668 107.299 107.935 108.577 109.225 109.877 110.535 111.198 111.866 112.539 113.217 113.899 114.586 115.278 115.974 116.675 117.38 118.089 118.802 119.52 120.241 120.967 121.696 122.43 123.167 123.907 124.652 125.399 126.151 126.905 127.664 128.425 129.19
84 84.006 84.0238 84.0536 84.0952 84.1487 84.214 84.2912 84.3801 84.4808 84.5931 84.7172 84.8528 85 85.1587 85.3288 85.5102 85.703 85.9069 86.122 86.3481 86.5852 86.8332 87.0919 87.3613 87.6413 87.9318 88.2326 88.5438 88.8651 89.1964 89.5377 89.8888 90.2497 90.6201 91 91.3893 91.7878 92.1954 92.6121 93.0376 93.4719 93.9149 94.3663 94.8262 95.2943 95.7706 96.2549 96.7471 97.2471 97.7548 98.27 98.7927 99.3227 99.8599 100.404 100.955 101.514 102.078 102.65 103.228 103.812 104.403 105 105.603 106.212 106.827 107.448 108.074 108.706 109.343 109.986 110.635 111.288 111.946 112.61 113.278 113.952 114.63 115.313 116 116.692 117.388 118.089 118.794 119.503 120.216 120.934 121.655 122.381 123.11 123.843 124.579 125.32 126.063 126.811 127.562 128.316 129.074 129.835
85 85.0059 85.0235 85.0529 85.0941 85.1469 85.2115 85.2877 85.3756 85.4751 85.5862 85.7088 85.8429 85.9884 86.1452 86.3134 86.4928 86.6833 86.885 87.0976 87.3212 87.5557 87.8009 88.0568 88.3233 88.6002 88.8876 89.1852 89.493 89.8109 90.1388 90.4765 90.824 91.1811 91.5478 91.9239 92.3093 92.7038 93.1075 93.5201 93.9415 94.3716 94.8103 95.2575 95.7131 96.1769 96.6488 97.1288 97.6166 98.1122 98.6154 99.1262 99.6444 100.17 100.703 101.242 101.789 102.343 102.903 103.47 104.043 104.623 105.209 105.802 106.4 107.005 107.615 108.231 108.853 109.481 110.114 110.752 111.396 112.045 112.699 113.358 114.022 114.691 115.365 116.043 116.726 117.414 118.106 118.802 119.503 120.208 120.917 121.631 122.348 123.069 123.794 124.523 125.256 125.992 126.732 127.475 128.222 128.973 129.727 130.484
86 86.0058 86.0233 86.0523 86.093 86.1452 86.209 86.2844 86.3713 86.4696 86.5794 86.7006 86.8332 86.977 87.1321 87.2983 87.4757 87.6641 87.8635 88.0738 88.295 88.5268 88.7694 89.0225 89.2861 89.56 89.8443 90.1388 90.4434 90.7579 91.0824 91.4166 91.7606 92.1141 92.477 92.8493 93.2309 93.6216 94.0213 94.4299 94.8472 95.2733 95.7079 96.1509 96.6023 97.0618 97.5295 98.0051 98.4886 98.9798 99.4786 99.985 100.499 101.02 101.548 102.083 102.626 103.175 103.73 104.293 104.862 105.437 106.019 106.607 107.201 107.801 108.407 109.018 109.636 110.259 110.887 111.521 112.161 112.805 113.455 114.11 114.769 115.434 116.103 116.778 117.456 118.14 118.828 119.52 120.216 120.917 121.622 122.332 123.045 123.762 124.483 125.208 125.936 126.669 127.405 128.144 128.888 129.634 130.384 131.137
87 87.0057 87.023 87.0517 87.0919 87.1436 87.2067 87.2812 87.367 87.4643 87.5728 87.6926 87.8237 87.9659 88.1192 88.2836 88.459 88.6454 88.8426 89.0505 89.2693 89.4986 89.7385 89.9889 90.2497 90.5207 90.802 91.0934 91.3947 91.7061 92.0272 92.358 92.6984 93.0484 93.4077 93.7763 94.1541 94.541 94.9368 95.3415 95.7549 96.1769 96.6075 97.0464 97.4936 97.949 98.4124 98.8838 99.363 99.8499 100.344 100.846 101.356 101.872 102.396 102.927 103.465 104.01 104.561 105.119 105.683 106.254 106.832 107.415 108.005 108.6 109.202 109.809 110.422 111.041 111.665 112.294 112.929 113.569 114.215 114.865 115.521 116.181 116.846 117.516 118.191 118.87 119.553 120.241 120.934 121.631 122.332 123.037 123.746 124.459 125.176 125.897 126.621 127.35 128.082 128.818 129.557 130.3 131.046 131.795
88 88.0057 88.0227 88.0511 88.0909 88.1419 88.2043 88.278 88.3629 88.459 88.5664 88.6848 88.8144 88.955 89.1067 89.2693 89.4427 89.627 89.822 90.0278 90.2441 90.471 90.7083 90.956 91.214 91.4822 91.7606 92.0489 92.3472 92.6553 92.9731 93.3006 93.6376 93.984 94.3398 94.7048 95.0789 95.462 95.8541 96.2549 96.6644 97.0824 97.509 97.9439 98.387 98.8383 99.2975 99.7647 100.24 100.722 101.213 101.71 102.215 102.728 103.247 103.774 104.307 104.848 105.394 105.948 106.508 107.075 107.648 108.227 108.812 109.403 110 110.603 111.212 111.826 112.446 113.071 113.701 114.337 114.978 115.624 116.276 116.932 117.593 118.258 118.929 119.604 120.283 120.967 121.655 122.348 123.045 123.746 124.451 125.16 125.873 126.59 127.311 128.035 128.763 129.495 130.231 130.969 131.712 132.458
89 89.0056 89.0225 89.0505 89.0898 89.1403 89.202 89.2749 89.3588 89.4539 89.56 89.6772 89.8053 89.9444 90.0944 90.2552 90.4268 90.6091 90.802 91.0055 91.2195 91.444 91.6788 91.9239 92.1792 92.4446 92.72 93.0054 93.3006 93.6056 93.9202 94.2444 94.578 94.921 95.2733 95.6347 96.0052 96.3846 96.7729 97.17 97.5756 97.9898 98.4124 98.8433 99.2824 99.7296 100.185 100.648 101.119 101.597 102.083 102.577 103.078 103.586 104.101 104.623 105.152 105.688 106.231 106.78 107.336 107.898 108.467 109.041 109.622 110.209 110.802 111.4 112.004 112.614 113.23 113.851 114.477 115.109 115.745 116.387 117.034 117.686 118.343 119.004 119.67 120.341 121.017 121.696 122.381 123.069 123.762 124.459 125.16 125.865 126.574 127.287 128.004 128.725 129.449 130.177 130.908 131.643 132.382 133.124
90 90.0056 90.0222 90.05 90.0888 90.1388 90.1998 90.2718 90.3549 90.4489 90.5539 90.6697 90.7965 90.934 91.0824 91.2414 91.4112 91.5915 91.7824 91.9837 92.1954 92.4175 92.6499 92.8924 93.145 93.4077 93.6803 93.9628 94.255 94.5569 94.8683 95.1893 95.5196 95.8593 96.2081 96.566 96.933 97.3088 97.6934 98.0867 98.4886 98.8989 99.3177 99.7447 100.18 100.623 101.074 101.533 102 102.474 102.956 103.446 103.942 104.446 104.957 105.475 106 106.532 107.07 107.615 108.167 108.724 109.289 109.859 110.436 111.018 111.606 112.201 112.801 113.406 114.018 114.634 115.256 115.884 116.516 117.154 117.796 118.444 119.097 119.754 120.416 121.083 121.754 122.43 123.11 123.794 124.483 125.176 125.873 126.574 127.279 127.988 128.701 129.418 130.138 130.863 131.59 132.322 133.056 133.795
91 91.0055 91.022 91.0494 91.0879 91.1373 91.1976 91.2688 91.351 91.444 91.5478 91.6624 91.7878 91.9239 92.0706 92.228 92.3959 92.5743 92.7631 92.9624 93.1719 93.3916 93.6216 93.8616 94.1116 94.3716 94.6414 94.921 95.2103 95.5092 95.8175 96.1353 96.4624 96.7988 97.1442 97.4987 97.8621 98.2344 98.6154 99.0051 99.4032 99.8098 100.225 100.648 101.079 101.518 101.966 102.421 102.883 103.354 103.832 104.317 104.809 105.309 105.816 106.33 106.85 107.378 107.912 108.453 109 109.554 110.114 110.68 111.252 111.83 112.414 113.004 113.6 114.202 114.809 115.421 116.039 116.662 117.29 117.924 118.562 119.206 119.854 120.507 121.165 121.828 122.495 123.167 123.843 124.523 125.208 125.897 126.59 127.287 127.988 128.693 129.402 130.115 130.832 131.552 132.276 133.004 133.735 134.469
92 92.0054 92.0217 92.0489 92.0869 92.1358 92.1954 92.2659 92.3472 92.4392 92.5419 92.6553 92.7793 92.9139 93.0591 93.2148 93.3809 93.5575 93.7443 93.9415 94.1488 94.3663 94.5939 94.8314 95.0789 95.3362 95.6033 95.8801 96.1665 96.4624 96.7678 97.0824 97.4064 97.7394 98.0816 98.4327 98.7927 99.1615 99.5389 99.925 100.319 100.722 101.134 101.553 101.98 102.416 102.859 103.31 103.769 104.235 104.709 105.19 105.679 106.174 106.677 107.187 107.703 108.227 108.757 109.293 109.836 110.386 110.941 111.503 112.071 112.645 113.225 113.811 114.403 115 115.603 116.211 116.825 117.444 118.068 118.697 119.331 119.971 120.615 121.264 121.918 122.577 123.24 123.907 124.579 125.256 125.936 126.621 127.311 128.004 128.701 129.402 130.108 130.817 131.529 132.246 132.966 133.69 134.417 135.148
93 93.0054 93.0215 93.0484 93.086 93.1343 93.1933 93.2631 93.3435 93.4345 93.5361 93.6483 93.771 93.9042 94.0479 94.2019 94.3663 94.541 94.7259 94.921 95.1262 95.3415 95.5667 95.8019 96.0469 96.3016 96.566 96.8401 97.1236 97.4166 97.719 98.0306 98.3514 98.6813 99.0202 99.368 99.7246 100.09 100.464 100.846 101.237 101.637 102.044 102.46 102.883 103.315 103.755 104.202 104.657 105.119 105.589 106.066 106.55 107.042 107.541 108.046 108.559 109.078 109.604 110.136 110.675 111.221 111.772 112.33 112.894 113.464 114.039 114.621 115.209 115.802 116.4 117.004 117.614 118.229 118.849 119.474 120.104 120.739 121.38 122.025 122.674 123.329 123.988 124.652 125.32 125.992 126.669 127.35 128.035 128.725 129.418 130.115 130.817 131.522 132.231 132.944 133.66 134.38 135.104 135.831
94 94.0053 94.0213 94.0479 94.0851 94.1329 94.1913 94.2603 94.3398 94.4299 94.5304 94.6414 94.7629 94.8947 95.0368 95.1893 95.352 95.5249 95.7079 95.901 96.1041 96.3172 96.5401 96.7729 97.0155 97.2677 97.5295 97.8008 98.0816 98.3717 98.6712 98.9798 99.2975 99.6243 99.96 100.305 100.658 101.02 101.39 101.769 102.157 102.552 102.956 103.368 103.788 104.216 104.652 105.095 105.546 106.005 106.471 106.944 107.424 107.912 108.407 108.908 109.417 109.932 110.454 110.982 111.517 112.058 112.606 113.159 113.719 114.285 114.856 115.434 116.017 116.606 117.201 117.801 118.406 119.017 119.633 120.254 120.88 121.511 122.147 122.788 123.434 124.085 124.74 125.399 126.063 126.732 127.405 128.082 128.763 129.449 130.138 130.832 131.529 132.231 132.936 133.645 134.358 135.074 135.794 136.517
95 95.0053 95.0211 95.0474 95.0842 95.1315 95.1893 95.2575 95.3362 95.4254 95.5249 95.6347 95.7549 95.8853 96.026 96.1769 96.3379 96.5091 96.6902 96.8814 97.0824 97.2934 97.5141 97.7446 97.9847 98.2344 98.4937 98.7623 99.0404 99.3277 99.6243 99.93 100.245 100.568 100.901 101.242 101.592 101.951 102.318 102.694 103.078 103.47 103.87 104.278 104.695 105.119 105.551 105.991 106.438 106.892 107.355 107.824 108.301 108.784 109.275 109.772 110.277 110.788 111.306 111.83 112.361 112.898 113.442 113.991 114.547 115.109 115.676 116.25 116.829 117.414 118.004 118.6 119.202 119.808 120.42 121.037 121.659 122.287 122.919 123.556 124.197 124.844 125.495 126.151 126.811 127.475 128.144 128.818 129.495 130.177 130.863 131.552 132.246 132.944 133.645 134.35 135.059 135.772 136.488 137.208
96 96.0052 96.0208 96.0469 96.0833 96.1301 96.1873 96.2549 96.3328 96.421 96.5194 96.6282 96.7471 96.8762 97.0155 97.1648 97.3242 97.4936 97.6729 97.8621 98.0612 98.27 98.4886 98.7168 98.9545 99.2018 99.4585 99.7246 100 100.285 100.578 100.881 101.193 101.514 101.843 102.181 102.528 102.883 103.247 103.619 104 104.389 104.785 105.19 105.603 106.024 106.452 106.888 107.331 107.782 108.24 108.706 109.179 109.659 110.145 110.639 111.14 111.647 112.161 112.681 113.208 113.741 114.28 114.826 115.378 115.935 116.499 117.068 117.644 118.224 118.811 119.403 120 120.603 121.211 121.824 122.442 123.065 123.693 124.326 124.964 125.607 126.254 126.905 127.562 128.222 128.888 129.557 130.231 130.908 131.59 132.276 132.966 133.66 134.358 135.059 135.765 136.473 137.186 137.902
97 97.0052 97.0206 97.0464 97.0824 97.1288 97.1854 97.2522 97.3293 97.4166 97.5141 97.6217 97.7394 97.8673 98.0051 98.1529 98.3107 98.4784 98.656 98.8433 99.0404 99.2472 99.4636 99.6895 99.925 100.17 100.424 100.688 100.96 101.242 101.533 101.833 102.142 102.46 102.786 103.121 103.465 103.817 104.178 104.547 104.924 105.309 105.702 106.104 106.513 106.93 107.355 107.787 108.227 108.674 109.128 109.59 110.059 110.535 111.018 111.508 112.004 112.508 113.018 113.534 114.057 114.586 115.122 115.663 116.211 116.765 117.324 117.89 118.461 119.038 119.62 120.208 120.801 121.4 122.004 122.613 123.227 123.847 124.471 125.1 125.734 126.372 127.016 127.664 128.316 128.973 129.634 130.3 130.969 131.643 132.322 133.004 133.69 134.38 135.074 135.772 136.473 137.179 137.888 138.6
98 98.0051 98.0204 98.0459 98.0816 98.1275 98.1835 98.2497 98.326 98.4124 98.5089 98.6154 98.732 98.8585 98.9949 99.1413 99.2975 99.4636 99.6393 99.8248 100.02 100.225 100.439 100.663 100.896 101.139 101.39 101.651 101.922 102.201 102.489 102.786 103.092 103.407 103.73 104.062 104.403 104.752 105.109 105.475 105.849 106.231 106.621 107.019 107.424 107.838 108.259 108.688 109.124 109.567 110.018 110.476 110.941 111.414 111.893 112.379 112.872 113.371 113.877 114.39 114.909 115.434 115.966 116.503 117.047 117.597 118.152 118.714 119.281 119.854 120.433 121.017 121.606 122.201 122.801 123.406 124.016 124.631 125.252 125.877 126.507 127.142 127.781 128.425 129.074 129.727 130.384 131.046 131.712 132.382 133.056 133.735 134.417 135.104 135.794 136.488 137.186 137.888 138.593 139.302
99 99.0051 99.0202 99.0454 99.0808 99.1262 99.1817 99.2472 99.3227 99.4082 99.5038 99.6092 99.7246 99.8499 99.985 100.13 100.285 100.449 100.623 100.807 101 101.203 101.415 101.637 101.868 102.108 102.357 102.616 102.883 103.16 103.446 103.74 104.043 104.355 104.676 105.005 105.342 105.688 106.042 106.405 106.775 107.154 107.541 107.935 108.337 108.747 109.165 109.59 110.023 110.463 110.91 111.364 111.826 112.294 112.77 113.252 113.741 114.237 114.739 115.248 115.763 116.284 116.812 117.346 117.886 118.431 118.983 119.541 120.104 120.673 121.248 121.828 122.413 123.004 123.6 124.201 124.808 125.419 126.036 126.657 127.283 127.914 128.55 129.19 129.835 130.484 131.137 131.795 132.458 133.124 133.795 134.469 135.148 135.831 136.517 137.208 137.902 138.6 139.302 140.007
